"Step","20251220-2025-12-06-train-celeba-jem-1 - train_CD_loss","20251220-2025-12-06-train-celeba-jem-1 - train_CD_loss__MIN","20251220-2025-12-06-train-celeba-jem-1 - train_CD_loss__MAX"
"106","0.28736138343811035","0.28736138343811035","0.28736138343811035"
"107","0.14084935188293457","0.14084935188293457","0.14084935188293457"
"108","0.05366015434265137","0.05366015434265137","0.05366015434265137"
"109","0.6036198139190674","0.6036198139190674","0.6036198139190674"
"110","0.27958226203918457","0.27958226203918457","0.27958226203918457"
"111","0.970134973526001","0.970134973526001","0.970134973526001"
"112","0.6713473796844482","0.6713473796844482","0.6713473796844482"
"113","-0.47771549224853516","-0.47771549224853516","-0.47771549224853516"
"114","-0.3900461196899414","-0.3900461196899414","-0.3900461196899414"
"116","0.462632417678833","0.462632417678833","0.462632417678833"
"117","0.4692966938018799","0.4692966938018799","0.4692966938018799"
"118","0.4055609703063965","0.4055609703063965","0.4055609703063965"
"119","-0.14183878898620605","-0.14183878898620605","-0.14183878898620605"
"120","0.013778209686279297","0.013778209686279297","0.013778209686279297"
"121","0.25372934341430664","0.25372934341430664","0.25372934341430664"
"122","-127790624","-127790624","-127790624"
"123","-5156957184","-5156957184","-5156957184"
"124","-26450329600","-26450329600","-26450329600"
"125","-71648231424","-71648231424","-71648231424"
"126","-160188776448","-160188776448","-160188776448"
"127","-281582141440","-281582141440","-281582141440"
"129","-494872395776","-494872395776","-494872395776"
